"studentid","msoffsetfromstart","affect"
"USC0208",1713820,"CONFUSED"
"USC0208",1735117,"CONCENTRATING"
"USC0208",1767453,"CONCENTRATING"
"USC0208",1802620,"CONCENTRATING"
"USC0208",1831480,"CONFUSED"
"USC0208",1855264,"CONCENTRATING"
"USC0208",1875573,"CONCENTRATING"
"USC0208",1906459,"CONCENTRATING"
"USC0208",1938605,"CONFUSED"
"USC0208",1972999,"FRUSTRATED"
"USC0208",2007568,"CONCENTRATING"
"USC0208",2048343,"CONCENTRATING"
"USC0208",2064434,"CONFUSED"
"USC0208",2098019,"CONCENTRATING"
"USC0208",2122063,NA
"USC0208",2141096,"CONCENTRATING"
"USC0208",2157772,"CONCENTRATING"
"USC0213",20785,"CONCENTRATING"
"USC0213",48787,"CONCENTRATING"
"USC0213",88522,"CONCENTRATING"
"USC0213",111426,"CONCENTRATING"
"USC0213",139399,"CONCENTRATING"
"USC0213",171821,"CONCENTRATING"
"USC0213",190825,"CONCENTRATING"
"USC0213",218373,"CONCENTRATING"
"USC0213",251044,"CONCENTRATING"
"USC0213",287863,"CONCENTRATING"
"USC0213",334880,"CONCENTRATING"
"USC0213",359912,"CONCENTRATING"
"USC0213",392141,"CONCENTRATING"
"USC0213",418018,"CONCENTRATING"
"USC0213",449566,"CONCENTRATING"
"USC0213",488635,"CONCENTRATING"
"USC0213",510798,"CONCENTRATING"
"USC0213",544841,"CONCENTRATING"
"USC0213",584801,"CONCENTRATING"
"USC0213",618325,"CONCENTRATING"
"USC0213",677488,"CONCENTRATING"
"USC0213",698549,"CONCENTRATING"
"USC0213",716840,"CONCENTRATING"
"USC0213",735123,"CONCENTRATING"
"USC0213",753296,"CONCENTRATING"
"USC0213",770539,"CONCENTRATING"
"USC0213",813428,"CONCENTRATING"
"USC0213",841308,"CONCENTRATING"
"USC0213",857637,"CONCENTRATING"
"USC0213",886974,"CONCENTRATING"
"USC0213",946253,"CONCENTRATING"
"USC0213",972621,"CONCENTRATING"
"USC0213",1001657,"CONCENTRATING"
"USC0213",1031993,"CONCENTRATING"
"USC0213",1059221,"CONCENTRATING"
"USC0213",1119501,"CONCENTRATING"
"USC0213",1150009,"CONCENTRATING"
"USC0213",1193479,"CONCENTRATING"
"USC0213",1209229,"CONCENTRATING"
"USC0213",1235768,"CONCENTRATING"
"USC0213",1266521,"CONCENTRATING"
"USC0213",1322703,"CONCENTRATING"
"USC0213",1352296,"CONCENTRATING"
"USC0213",1383358,"CONCENTRATING"
"USC0213",1398953,"CONCENTRATING"
"USC0213",1416460,"CONCENTRATING"
"USC0213",1447573,"CONCENTRATING"
"USC0213",1492048,"CONCENTRATING"
"USC0213",1518929,"CONCENTRATING"
"USC0213",1559445,NA
"USC0213",1593297,"CONCENTRATING"
"USC0213",1615611,NA
"USC0213",1662982,"CONCENTRATING"
"USC0213",1684336,"CONCENTRATING"
"USC0213",1712552,"CONCENTRATING"
"USC0213",1735251,NA
"USC0213",1774309,"CONCENTRATING"
"USC0213",1796663,NA
"USC0213",1837838,"CONCENTRATING"
"USC0213",1870777,"CONCENTRATING"
"USC0213",1912108,"CONCENTRATING"
"USC0213",1942243,"CONCENTRATING"
"USC0213",1967268,"CONCENTRATING"
"USC0213",1987199,"CONCENTRATING"
"USC0213",2016458,"CONCENTRATING"
"USC0213",2037652,"CONCENTRATING"
"USC0213",2054998,"CONCENTRATING"
"USC0213",2072015,"CONCENTRATING"
"USC0213",2092556,"CONCENTRATING"
"USC0213",2109843,"CONCENTRATING"
"USC0213",2137867,"CONCENTRATING"
"USC0213",2171927,"CONCENTRATING"
"USC0213",2202713,"CONCENTRATING"
"USC0213",2225084,"CONCENTRATING"
"USC0213",2244359,"CONCENTRATING"
"USC0213",2268348,"CONCENTRATING"
"USC0213",2319748,"CONCENTRATING"
"USC0213",2336499,"CONCENTRATING"
"USC0213",2360341,"CONCENTRATING"
"USC0213",2382070,"CONCENTRATING"
"USC0213",2400453,"CONCENTRATING"
"USC0213",2423510,"CONCENTRATING"
"USC0213",2448424,"CONCENTRATING"
"USC0213",2467420,"CONCENTRATING"
"USC0213",2523495,"CONCENTRATING"
"USC0213",2588762,"CONCENTRATING"
"USC0213",2627762,NA
"USC0213",2642984,"CONCENTRATING"
"USC0213",2659866,"CONCENTRATING"
"USC0213",2676560,"CONCENTRATING"
"USC0213",2697171,"CONCENTRATING"
"USC0213",2711976,"CONCENTRATING"
"USC0213",2758983,"CONCENTRATING"
"USC0213",2773765,"CONCENTRATING"
"USC0213",2812510,"CONCENTRATING"
"USC0213",2831980,"CONCENTRATING"
"USC0213",2853362,"CONCENTRATING"
"USC0213",2885141,"CONCENTRATING"
"USC0213",2904991,"CONCENTRATING"
"USC0213",2934625,"CONCENTRATING"
"USC0214",25949,"CONCENTRATING"
"USC0214",53607,"CONCENTRATING"
"USC0214",93235,"CONCENTRATING"
"USC0214",115559,"CONCENTRATING"
"USC0214",145999,"CONCENTRATING"
"USC0214",175310,"CONCENTRATING"
"USC0214",194725,"CONCENTRATING"
"USC0214",226375,"CONCENTRATING"
"USC0214",255149,"CONCENTRATING"
"USC0214",294501,"CONCENTRATING"
"USC0214",339206,"CONCENTRATING"
"USC0214",367025,"CONCENTRATING"
"USC0214",395682,"CONCENTRATING"
"USC0214",422631,"CONCENTRATING"
"USC0214",453146,"CONCENTRATING"
"USC0214",492302,"CONCENTRATING"
"USC0214",514782,"CONCENTRATING"
"USC0214",553216,"CONCENTRATING"
"USC0214",591914,"CONCENTRATING"
"USC0214",621742,"CONCENTRATING"
"USC0214",686368,NA
"USC0214",701612,"CONCENTRATING"
"USC0214",721430,"CONCENTRATING"
"USC0214",738338,"CONCENTRATING"
"USC0214",756952,NA
"USC0214",773724,"CONCENTRATING"
"USC0214",817099,"CONCENTRATING"
"USC0214",844917,"CONCENTRATING"
"USC0214",861357,"CONCENTRATING"
"USC0214",890836,"CONCENTRATING"
"USC0214",952463,"CONCENTRATING"
"USC0214",977007,"CONCENTRATING"
"USC0214",1005442,"CONCENTRATING"
"USC0214",1036471,"CONCENTRATING"
"USC0214",1070022,"CONCENTRATING"
"USC0214",1123064,"CONCENTRATING"
"USC0214",1153621,"CONCENTRATING"
"USC0214",1196411,"CONCENTRATING"
"USC0214",1213203,"CONCENTRATING"
"USC0214",1241099,NA
"USC0214",1273194,NA
"USC0214",1325761,"CONCENTRATING"
"USC0214",1357089,"CONCENTRATING"
"USC0214",1386891,"CONCENTRATING"
"USC0214",1402156,NA
"USC0214",1421239,"CONCENTRATING"
"USC0214",1455835,"CONCENTRATING"
"USC0214",1499537,"CONCENTRATING"
"USC0214",1522413,"CONCENTRATING"
"USC0214",1565437,NA
"USC0214",1599226,NA
"USC0214",1624382,"CONCENTRATING"
"USC0214",1665568,"CONCENTRATING"
"USC0214",1687568,"CONCENTRATING"
"USC0214",1719161,NA
"USC0214",1742651,NA
"USC0214",1779405,"CONCENTRATING"
"USC0214",1807740,NA
"USC0214",1841214,"CONCENTRATING"
"USC0214",1876535,"CONCENTRATING"
"USC0214",1916967,"CONCENTRATING"
"USC0214",1945634,"CONCENTRATING"
"USC0214",1970864,"CONCENTRATING"
"USC0214",1992437,"CONCENTRATING"
"USC0214",2022549,"CONCENTRATING"
"USC0214",2041313,"CONCENTRATING"
"USC0214",2058332,"CONCENTRATING"
"USC0214",2074925,"CONCENTRATING"
"USC0214",2096062,NA
"USC0214",2113001,"CONCENTRATING"
"USC0214",2141244,"CONCENTRATING"
"USC0214",2175509,"CONCENTRATING"
"USC0214",2205584,"CONCENTRATING"
"USC0214",2227677,"CONCENTRATING"
"USC0214",2251524,"CONCENTRATING"
"USC0214",2273824,"CONCENTRATING"
"USC0214",2324843,"CONCENTRATING"
"USC0214",2341106,"CONCENTRATING"
"USC0214",2364397,"CONCENTRATING"
"USC0214",2385336,"CONCENTRATING"
"USC0214",2403862,"CONCENTRATING"
"USC0214",2430231,"CONCENTRATING"
"USC0214",2451343,"CONCENTRATING"
"USC0214",2470136,"CONCENTRATING"
"USC0214",2526711,"CONCENTRATING"
"USC0214",2598332,"CONCENTRATING"
"USC0214",2630995,"CONCENTRATING"
"USC0214",2646092,"CONCENTRATING"
"USC0214",2662611,"CONCENTRATING"
"USC0214",2679164,"CONCENTRATING"
"USC0214",2700076,"CONCENTRATING"
"USC0214",2716428,"CONCENTRATING"
"USC0214",2761699,"CONCENTRATING"
"USC0214",2786735,"CONCENTRATING"
"USC0214",2815477,"CONCENTRATING"
"USC0214",2835278,"CONCENTRATING"
"USC0214",2863587,"CONCENTRATING"
"USC0214",2889258,"CONCENTRATING"
"USC0214",2909174,"CONCENTRATING"
"USC0214",2937465,"CONCENTRATING"
"USC0303",12263,"CONCENTRATING"
"USC0303",310926,"CONCENTRATING"
"USC0303",328102,NA
"USC0303",350536,NA
"USC0303",371327,NA
"USC0303",432135,NA
"USC0303",448088,NA
"USC0303",462537,NA
"USC0303",476323,NA
"USC0303",490312,NA
"USC0303",506753,NA
"USC0303",531004,NA
"USC0303",554108,NA
"USC0303",573312,NA
"USC0303",603136,NA
"USC0303",621052,"CONCENTRATING"
"USC0303",635481,NA
"USC0303",654964,"CONCENTRATING"
"USC0303",671594,NA
"USC0303",688551,"CONCENTRATING"
"USC0303",703083,NA
"USC0303",744106,NA
"USC0303",761111,NA
"USC0303",780971,NA
"USC0303",803038,NA
"USC0303",823254,"CONCENTRATING"
"USC0303",840527,"CONCENTRATING"
"USC0303",859279,NA
"USC0303",890814,NA
"USC0303",908847,"CONCENTRATING"
"USC0303",925874,"CONCENTRATING"
"USC0303",952133,NA
"USC0303",980318,NA
"USC0303",1000477,"CONCENTRATING"
"USC0303",1018646,NA
"USC0303",1041579,NA
"USC0303",1061782,NA
"USC0303",1077188,NA
"USC0303",1089944,"CONCENTRATING"
"USC0303",1108450,"CONCENTRATING"
"USC0303",1142119,"CONCENTRATING"
"USC0303",1168079,"CONCENTRATING"
"USC0303",1181520,NA
"USC0303",1195803,"CONCENTRATING"
"USC0303",1218479,NA
"USC0303",1232520,"CONCENTRATING"
"USC0303",1246436,"CONCENTRATING"
"USC0303",1274596,"CONCENTRATING"
"USC0303",1299122,"CONCENTRATING"
"USC0303",1315232,"CONCENTRATING"
"USC0303",1328361,"CONCENTRATING"
"USC0303",1342922,"CONCENTRATING"
"USC0303",1361717,"CONCENTRATING"
"USC0303",1377322,NA
"USC0303",1394138,NA
"USC0303",1412335,"CONCENTRATING"
"USC0303",1432577,"CONCENTRATING"
"USC0303",1457612,"CONCENTRATING"
"USC0303",1517162,NA
"USC0303",1532994,"CONCENTRATING"
"USC0303",1551634,NA
"USC0303",1573156,"CONCENTRATING"
"USC0303",1590854,NA
"USC0303",1601635,"CONCENTRATING"
"USC0303",1617056,NA
"USC0303",1633985,"CONCENTRATING"
"USC0303",1656583,NA
"USC0303",1674359,"CONCENTRATING"
"USC0303",1704602,"CONCENTRATING"
"USC0303",1721056,"CONCENTRATING"
"USC0303",1733327,"CONCENTRATING"
"USC0303",1748982,"CONCENTRATING"
"USC0303",1765313,NA
"USC0303",1781015,"CONCENTRATING"
"USC0303",1796538,"CONCENTRATING"
"USC0303",1816797,"CONCENTRATING"
"USC0303",1830984,"CONCENTRATING"
"USC0303",1846053,"CONCENTRATING"
"USC0303",1865942,"CONCENTRATING"
"USC0303",1886525,"CONCENTRATING"
"USC0303",1901770,"CONCENTRATING"
"USC0303",1936357,"CONCENTRATING"
"USC0303",1950053,"CONCENTRATING"
"USC0303",1964252,"CONCENTRATING"
"USC0303",1981108,"CONCENTRATING"
"USC0303",1994067,"CONCENTRATING"
"USC0303",2006710,"CONCENTRATING"
"USC0303",2029723,"CONCENTRATING"
"USC0303",2045799,"CONCENTRATING"
"USC0303",2062683,"CONCENTRATING"
"USC0303",2074997,"CONCENTRATING"
"USC0303",2118514,"CONCENTRATING"
"USC0303",2161765,"CONCENTRATING"
"USC0303",2174296,"CONCENTRATING"
"USC0303",2202973,"CONCENTRATING"
"USC0303",2228693,"CONCENTRATING"
"USC0303",2261934,"CONCENTRATING"
"USC0303",2306726,NA
"USC0303",2319536,"CONCENTRATING"
"USC0303",2339174,"CONCENTRATING"
"USC0314",268691,"CONCENTRATING"
"USC0314",307652,"CONCENTRATING"
"USC0314",354442,"CONCENTRATING"
"USC0314",396144,NA
"USC0314",426586,NA
"USC0314",460085,"CONCENTRATING"
"USC0314",494086,"CONCENTRATING"
"USC0314",530345,"CONCENTRATING"
"USC0314",559136,"CONCENTRATING"
"USC0314",590652,"CONCENTRATING"
"USC0314",646869,"CONCENTRATING"
"USC0314",678342,"CONCENTRATING"
"USC0314",711599,"CONCENTRATING"
"USC0314",740235,"CONCENTRATING"
"USC0314",767836,NA
"USC0314",806565,NA
"USC0314",834601,"CONCENTRATING"
"USC0314",861808,"CONCENTRATING"
"USC0314",888800,"CONCENTRATING"
"USC0314",951116,NA
"USC0314",984177,NA
"USC0314",1019296,NA
"USC0314",1051063,"CONCENTRATING"
"USC0314",1078121,"CONCENTRATING"
"USC0314",1108302,"CONCENTRATING"
"USC0314",1137587,"CONCENTRATING"
"USC0314",1168027,"CONCENTRATING"
"USC0314",1195283,"CONFUSED"
"USC0314",1240175,NA
"USC0314",1270134,NA
"USC0314",1300947,"CONCENTRATING"
"USC0314",1329836,"CONCENTRATING"
"USC0314",1360698,NA
"USC0314",1386397,NA
"USC0314",1419324,"CONCENTRATING"
"USC0314",1446314,"CONCENTRATING"
"USC0314",1472740,"CONCENTRATING"
"USC0314",1504011,"CONCENTRATING"
"USC0314",1528749,NA
"USC0314",1558854,"CONCENTRATING"
"USC0314",1591272,"CONFUSED"
"USC0314",1618668,"CONCENTRATING"
"USC0314",1661325,"CONFUSED"
"USC0314",1689438,NA
"USC0314",1726158,"CONCENTRATING"
"USC0314",1755173,"CONCENTRATING"
"USC0314",1788312,"CONCENTRATING"
"USC0314",1828192,NA
"USC0314",1865212,"CONCENTRATING"
"USC0314",1904611,"CONCENTRATING"
"USC0314",1939923,"CONCENTRATING"
"USC0314",1968725,"CONFUSED"
"USC0314",1997828,"CONCENTRATING"
"USC0314",2028994,NA
"USC0314",2062401,"CONCENTRATING"
"USC0314",2092732,"CONCENTRATING"
"USC0314",2120805,"CONCENTRATING"
"USC0314",2155952,"CONCENTRATING"
"USC0314",2185242,"CONCENTRATING"
"USC0314",2217027,"CONFUSED"
"USC0314",2248066,"CONCENTRATING"
"USC0314",2279439,NA
"USC0314",2312107,"CONCENTRATING"
"USC0314",2339896,"CONCENTRATING"
"USC0314",2370449,"CONCENTRATING"
"USC0314",2400073,"CONCENTRATING"
"USC0314",2433827,"CONCENTRATING"
"USC0314",2466954,"CONCENTRATING"
"USC0314",2503609,"CONCENTRATING"
"USC0314",2545079,"CONCENTRATING"
"USC0314",2581507,"CONCENTRATING"
"USC0314",2620171,"CONCENTRATING"
"USC0314",2662818,"CONFUSED"
"USC0314",2702963,"CONCENTRATING"
"USC0314",2736108,NA
"USC0314",2770230,NA
"USC0314",2801414,"CONCENTRATING"
"USC0314",2831396,"CONCENTRATING"
"USC0314",2858263,"CONCENTRATING"
"USC0314",2912257,NA
"USC0314",2951816,NA
"USC0314",2996050,NA
"USC0314",3024247,"CONCENTRATING"
"USC0314",3054844,"CONCENTRATING"
"USC0314",3085850,NA
"USC0314",3121497,NA
"USC0314",3152972,"CONCENTRATING"
"USC0314",3188506,"CONCENTRATING"
"USC0314",3220110,"CONFUSED"
"USC0314",3257976,NA
"USC0314",3297132,"CONFUSED"
"USC0314",3346193,NA
"USC0314",3380452,"CONCENTRATING"
"USC0314",3424680,"FRUSTRATED"
"USC0314",3470244,"CONCENTRATING"
"USC0314",3500287,"CONCENTRATING"
"USC0314",3538402,"CONCENTRATING"
"USC0314",3569174,NA
"USC0314",3608235,"CONCENTRATING"
"USC0314",3657232,NA
"USC0404",22801,"CONCENTRATING"
"USC0404",36402,"CONCENTRATING"
"USC0404",45518,"CONCENTRATING"
"USC0404",57501,NA
"USC0404",70156,"CONCENTRATING"
"USC0404",85490,"CONCENTRATING"
"USC0404",96285,"CONCENTRATING"
"USC0404",111185,"CONCENTRATING"
"USC0404",122747,"CONCENTRATING"
"USC0404",133329,"CONCENTRATING"
"USC0404",143454,"CONCENTRATING"
"USC0404",153407,"CONCENTRATING"
"USC0404",164710,"CONCENTRATING"
"USC0404",182312,"CONCENTRATING"
"USC0404",196245,"CONCENTRATING"
"USC0404",251500,"CONCENTRATING"
"USC0404",272398,"CONCENTRATING"
"USC0404",291252,"CONCENTRATING"
"USC0404",323592,"CONCENTRATING"
"USC0404",341599,"CONCENTRATING"
"USC0404",360627,"CONCENTRATING"
"USC0404",370651,"CONCENTRATING"
"USC0404",387625,"CONCENTRATING"
"USC0404",415031,"CONCENTRATING"
"USC0404",428621,"CONCENTRATING"
"USC0404",441110,"CONCENTRATING"
"USC0404",488079,NA
"USC0404",511418,NA
"USC0404",525832,"CONCENTRATING"
"USC0404",538554,"CONCENTRATING"
"USC0404",555413,"CONCENTRATING"
"USC0404",568111,"CONCENTRATING"
"USC0404",592538,"CONCENTRATING"
"USC0404",608352,"CONCENTRATING"
"USC0404",623648,NA
"USC0404",661912,"CONCENTRATING"
"USC0404",679371,"CONCENTRATING"
"USC0404",689703,"CONCENTRATING"
"USC0404",698735,"CONCENTRATING"
"USC0404",719096,"CONFUSED"
"USC0404",730935,"CONCENTRATING"
"USC0404",837475,"CONCENTRATING"
"USC0404",864049,"CONCENTRATING"
"USC0404",883768,"CONCENTRATING"
"USC0404",897392,"CONCENTRATING"
"USC0404",913487,"CONCENTRATING"
"USC0404",945816,"CONCENTRATING"
"USC0404",972386,"CONCENTRATING"
"USC0404",1016777,"CONCENTRATING"
"USC0404",1031415,"CONCENTRATING"
"USC0404",1046340,"CONCENTRATING"
"USC0404",1073429,"CONCENTRATING"
"USC0404",1086042,"CONCENTRATING"
"USC0404",1105677,"CONCENTRATING"
"USC0404",1116482,"CONCENTRATING"
"USC0404",1127213,"CONCENTRATING"
"USC0404",1145906,NA
"USC0404",1175237,"CONCENTRATING"
"USC0404",1188454,"CONCENTRATING"
"USC0404",1199885,"CONCENTRATING"
"USC0404",1213595,"CONCENTRATING"
"USC0404",1233775,"CONCENTRATING"
"USC0404",1249075,"CONCENTRATING"
"USC0404",1270538,"CONCENTRATING"
"USC0404",1283271,"CONCENTRATING"
"USC0404",1328125,"FRUSTRATED"
"USC0404",1371380,"CONCENTRATING"
"USC0404",1393374,"CONCENTRATING"
"USC0404",1478875,"CONCENTRATING"
"USC0404",1495901,"CONCENTRATING"
"USC0404",1515303,"CONCENTRATING"
"USC0404",1535092,"CONCENTRATING"
"USC0404",1548076,"CONCENTRATING"
"USC0404",1621154,"CONCENTRATING"
"USC0404",1658756,"CONCENTRATING"
"USC0404",1676701,"CONCENTRATING"
"USC0404",1731215,"CONCENTRATING"
"USC0404",1748895,NA
"USC0404",1781785,"CONCENTRATING"
"USC0404",1805111,"CONCENTRATING"
"USC0404",1837171,"CONCENTRATING"
"USC0404",1873162,"CONCENTRATING"
"USC0404",1881654,"CONCENTRATING"
"USC0404",1890739,"CONCENTRATING"
"USC0404",1899684,"CONCENTRATING"
"USC0404",1928032,"CONCENTRATING"
"USC0404",1950443,NA
"USC0404",1960395,"CONCENTRATING"
"USC0404",1990289,"CONCENTRATING"
"USC0404",1998165,"CONCENTRATING"
"USC0404",2006835,NA
"USC0404",2017066,"CONCENTRATING"
"USC0404",2048334,"CONCENTRATING"
"USC0404",2056735,"CONCENTRATING"
"USC0404",2171464,"CONCENTRATING"
"USC0404",2190034,"CONCENTRATING"
"USC0404",2215950,"CONCENTRATING"
"USC0404",2228445,"CONCENTRATING"
"USC0404",2242389,NA
"USC0404",2254557,"CONCENTRATING"
"USC0409",33242,NA
"USC0409",61062,NA
"USC0409",75637,"CONCENTRATING"
"USC0409",105166,"CONCENTRATING"
"USC0409",122379,"CONCENTRATING"
"USC0409",145687,"CONCENTRATING"
"USC0409",159707,"CONCENTRATING"
"USC0409",177542,"CONCENTRATING"
"USC0409",212865,"CONCENTRATING"
"USC0409",232602,"CONCENTRATING"
"USC0409",270592,"CONFUSED"
"USC0409",283829,"CONCENTRATING"
"USC0409",301539,"CONCENTRATING"
"USC0409",318234,"CONCENTRATING"
"USC0409",331334,"CONCENTRATING"
"USC0409",357908,"CONCENTRATING"
"USC0409",408014,"CONCENTRATING"
"USC0409",433843,"CONCENTRATING"
"USC0409",446042,"CONCENTRATING"
"USC0409",462913,"CONCENTRATING"
"USC0409",475302,"CONCENTRATING"
"USC0409",493044,"CONCENTRATING"
"USC0409",506324,"CONCENTRATING"
"USC0409",534296,"CONCENTRATING"
"USC0409",548336,"CONCENTRATING"
"USC0409",562089,"CONCENTRATING"
"USC0409",580928,"CONCENTRATING"
"USC0409",597865,"CONCENTRATING"
"USC0409",631767,"CONCENTRATING"
"USC0409",648775,NA
"USC0409",668240,"CONCENTRATING"
"USC0409",678104,"CONCENTRATING"
"USC0409",702352,"CONCENTRATING"
"USC0409",715501,"CONCENTRATING"
"USC0409",730179,"CONCENTRATING"
"USC0409",749046,"CONCENTRATING"
"USC0409",774029,"CONCENTRATING"
"USC0409",791276,"CONCENTRATING"
"USC0409",810262,NA
"USC0409",830786,NA
"USC0409",848672,"CONCENTRATING"
"USC0409",869192,"CONCENTRATING"
"USC0409",888203,"CONCENTRATING"
"USC0409",912689,"CONCENTRATING"
"USC0409",923395,NA
"USC0409",946031,NA
"USC0409",959300,"CONCENTRATING"
"USC0409",970376,"CONCENTRATING"
"USC0409",984516,NA
"USC0409",998529,NA
"USC0409",1014660,"CONCENTRATING"
"USC0409",1029738,NA
"USC0409",1042241,NA
"USC0409",1057766,NA
"USC0409",1068968,NA
"USC0409",1091866,NA
"USC0409",1103531,"CONCENTRATING"
"USC0409",1117103,"CONCENTRATING"
"USC0409",1131044,"CONCENTRATING"
"USC0409",1146345,"CONCENTRATING"
"USC0409",1163568,"CONCENTRATING"
"USC0409",1179050,NA
"USC0409",1194070,NA
"USC0409",1207516,"CONCENTRATING"
"USC0409",1226364,NA
"USC0409",1242242,"CONCENTRATING"
"USC0409",1253268,"CONCENTRATING"
"USC0409",1266281,"CONCENTRATING"
"USC0409",1281410,"CONCENTRATING"
"USC0409",1306175,NA
"USC0409",1352329,"CONCENTRATING"
"USC0409",1375521,"CONCENTRATING"
"USC0409",1424778,"CONCENTRATING"
"USC0409",1504844,"CONCENTRATING"
"USC0409",1517499,NA
"USC0409",1529947,NA
"USC0409",1541295,"CONCENTRATING"
"USC0409",1564950,NA
"USC0409",1611965,"CONCENTRATING"
"USC0409",1626410,"CONCENTRATING"
"USC0409",1641917,NA
"USC0409",1656261,"CONCENTRATING"
"USC0409",1672946,"CONCENTRATING"
"USC0409",1686988,"CONCENTRATING"
"USC0409",1702358,"CONCENTRATING"
"USC0409",1741008,"CONCENTRATING"
"USC0409",1777760,NA
"USC0409",1800607,"CONCENTRATING"
"USC0409",1814655,"CONCENTRATING"
"USC0409",1832147,"CONCENTRATING"
"USC0409",1848477,"CONCENTRATING"
"USC0409",1874505,"CONCENTRATING"
"USC0409",1891710,"CONCENTRATING"
"USC0409",1902889,"CONCENTRATING"
"USC0409",1916996,"CONCENTRATING"
"USC0409",1935158,"CONCENTRATING"
"USC0409",1949962,"CONCENTRATING"
"USC0409",2011548,"CONCENTRATING"
"USC0409",2028614,NA
"USC0409",2041018,"CONCENTRATING"
"addu0103",47581,"CONCENTRATING"
"addu0103",108138,"CONCENTRATING"
"addu0103",131704,NA
"addu0103",159414,"CONCENTRATING"
"addu0103",201197,"CONCENTRATING"
"addu0103",227091,"CONCENTRATING"
"addu0103",255742,"CONCENTRATING"
"addu0103",283266,"CONCENTRATING"
"addu0103",312333,NA
"addu0103",372190,"CONCENTRATING"
"addu0103",393130,"CONCENTRATING"
"addu0103",412504,"CONCENTRATING"
"addu0103",458698,"CONCENTRATING"
"addu0103",501104,"CONCENTRATING"
"addu0103",522150,"CONCENTRATING"
"addu0103",552979,"CONCENTRATING"
"addu0103",574660,"CONCENTRATING"
"addu0103",605486,"CONCENTRATING"
"addu0103",648248,"CONCENTRATING"
"addu0103",668096,"CONCENTRATING"
"addu0103",688962,"CONCENTRATING"
"addu0103",762005,"CONCENTRATING"
"addu0103",826413,"CONCENTRATING"
"addu0103",849888,"CONCENTRATING"
"addu0103",875596,"CONCENTRATING"
"addu0103",918866,"CONCENTRATING"
"addu0103",961858,NA
"addu0103",986226,"CONCENTRATING"
"addu0103",1013447,"CONCENTRATING"
"addu0103",1056788,"CONCENTRATING"
"addu0103",1092940,"CONCENTRATING"
"addu0103",1153649,"CONCENTRATING"
"addu0103",1193005,"CONCENTRATING"
"addu0103",1246944,"CONCENTRATING"
"addu0103",1269241,"CONCENTRATING"
"addu0103",1301974,"CONCENTRATING"
"addu0103",1344251,"CONCENTRATING"
"addu0103",1365932,"CONCENTRATING"
"addu0103",1416759,"CONCENTRATING"
"addu0103",1434658,"CONCENTRATING"
"addu0103",1466661,"FRUSTRATED"
"addu0103",1486033,"CONCENTRATING"
"addu0103",1507022,"CONCENTRATING"
"addu0103",1537281,"FRUSTRATED"
"addu0103",1564053,"CONCENTRATING"
"addu0103",1592941,"CONCENTRATING"
"addu0103",1613546,"FRUSTRATED"
"addu0103",1641996,"CONCENTRATING"
"addu0103",1663421,"CONCENTRATING"
"addu0103",1681509,"FRUSTRATED"
"addu0103",1705865,"CONCENTRATING"
"addu0103",1724200,"CONCENTRATING"
"addu0103",1759440,"CONCENTRATING"
"addu0103",1782355,"FRUSTRATED"
"addu0103",1803577,"CONCENTRATING"
"addu0103",1825888,"CONCENTRATING"
"addu0103",1842931,"CONCENTRATING"
"addu0103",1908999,"CONCENTRATING"
"addu0103",1932049,"FRUSTRATED"
"addu0103",1981697,"CONCENTRATING"
"addu0103",2044065,"CONFUSED"
"addu0103",2092598,"FRUSTRATED"
"addu0103",2115460,"CONCENTRATING"
"addu0103",2212022,"CONCENTRATING"
"addu0103",2238883,"FRUSTRATED"
"addu0103",2255419,"CONCENTRATING"
"addu0103",2272033,"CONCENTRATING"
"addu0103",2293862,"CONCENTRATING"
"addu0103",2348358,"CONCENTRATING"
"addu0103",2366601,"CONCENTRATING"
"addu0103",2389945,"CONCENTRATING"
"addu0103",2435598,NA
"addu0103",2454086,"FRUSTRATED"
"addu0103",2483683,"CONCENTRATING"
"addu0103",2527762,"CONCENTRATING"
"addu0103",2583818,"CONCENTRATING"
"addu0103",2633718,"CONCENTRATING"
"addu0103",2666345,"CONCENTRATING"
"addu0103",2694355,"FRUSTRATED"
"addu0103",2717292,"FRUSTRATED"
"addu0103",2739484,"CONCENTRATING"
"addu0103",2759134,"FRUSTRATED"
"addu0103",2835166,"FRUSTRATED"
"addu0103",2852566,"FRUSTRATED"
"addu0103",2886504,"FRUSTRATED"
"addu0103",2919669,"FRUSTRATED"
"addu0103",2984517,"CONCENTRATING"
"addu0103",3045245,"CONCENTRATING"
"addu0103",3090713,"CONCENTRATING"
"addu0103",3129903,"CONCENTRATING"
"addu0103",3149532,NA
"addu0103",3193439,"FRUSTRATED"
"addu0103",3230341,"CONCENTRATING"
"addu0103",3246310,"CONCENTRATING"
"addu0103",3260928,NA
"addu0103",3287279,"CONCENTRATING"
"addu0104",51101,"CONCENTRATING"
"addu0104",112457,"CONCENTRATING"
"addu0104",135158,"CONCENTRATING"
"addu0104",183606,NA
"addu0104",205652,"CONCENTRATING"
"addu0104",230534,"CONCENTRATING"
"addu0104",260322,"CONCENTRATING"
"addu0104",292754,"CONCENTRATING"
"addu0104",347468,"CONCENTRATING"
"addu0104",377474,"CONCENTRATING"
"addu0104",396983,NA
"addu0104",416890,"CONCENTRATING"
"addu0104",470951,"CONCENTRATING"
